date,mean_sea_ice_percent
2022-03-20 07:00:00,64.079994
2022-03-21 07:00:00,64.346664
2022-03-22 07:00:00,66.759995
2022-03-23 07:00:00,65.78666
2022-03-24 07:00:00,64.8
2022-03-25 07:00:00,61.546665
2022-03-26 07:00:00,68.41334
2022-03-27 07:00:00,72.12
2022-03-28 07:00:00,67.74667
2022-03-29 07:00:00,65.293335
2022-03-30 07:00:00,66.28001
2022-03-31 07:00:00,63.333332
2022-04-01 07:00:00,60.146667
2022-04-02 07:00:00,59.706665
2022-04-03 07:00:00,56.253338
2022-04-04 07:00:00,59.039997
2022-04-05 07:00:00,60.92
2022-04-06 07:00:00,59.546665
2022-04-07 07:00:00,60.12
2022-04-08 07:00:00,60.56
2022-04-09 07:00:00,76.02668
2022-04-10 07:00:00,69.30666
2022-04-11 07:00:00,72.0
2022-04-12 07:00:00,68.026665
2022-04-13 07:00:00,66.96
2022-04-14 07:00:00,57.653328
2022-04-15 07:00:00,51.093334
2022-04-16 07:00:00,36.133327
2022-04-17 07:00:00,26.773336
2022-04-18 07:00:00,18.320002
2022-04-19 07:00:00,14.173333
2022-04-20 07:00:00,11.373334
2022-04-21 07:00:00,10.346667
2022-04-22 07:00:00,8.346666
2022-04-23 07:00:00,8.693333
2022-04-24 07:00:00,8.24
2022-04-25 07:00:00,7.8533335
2022-04-26 07:00:00,5.293333
2022-04-27 07:00:00,8.16
2022-04-28 07:00:00,7.1466665
2022-04-29 07:00:00,4.973334
2022-04-30 07:00:00,4.066667
2022-05-01 07:00:00,3.5333333
2022-05-02 07:00:00,3.6933334
2022-05-03 07:00:00,2.4266667
2022-05-04 07:00:00,2.0133333
2022-05-05 07:00:00,2.6266668
2022-05-06 07:00:00,1.92
2022-05-07 07:00:00,3.0533335
2022-05-08 07:00:00,0.73333335
2022-05-09 07:00:00,1.6133332
2022-05-10 07:00:00,1.2133334
2022-05-11 07:00:00,1.64
2022-05-12 07:00:00,1.0133333
2022-05-13 07:00:00,1.2
2022-05-14 07:00:00,1.0666667
2022-05-15 07:00:00,0.52000004
2022-05-16 07:00:00,1.3733332
2022-05-17 07:00:00,3.0800002
2022-05-18 07:00:00,2.813333
2022-05-19 07:00:00,2.3866665
2022-05-20 07:00:00,1.3466667
2022-05-21 07:00:00,0.4
2022-05-22 07:00:00,0.52000004
2022-05-23 07:00:00,0.46666667
2022-05-24 07:00:00,0.7066667
2022-05-25 07:00:00,0.6666667
2022-05-26 07:00:00,0.7733334
2022-05-27 07:00:00,0.3866667
2022-05-28 07:00:00,0.61333334
2022-05-29 07:00:00,0.8933334
2022-05-30 07:00:00,0.93333334
2022-05-31 07:00:00,0.5466667
2022-06-01 07:00:00,0.78666663
